news_id,Title,Link,Content,Category,Reporter,Date
38,"하늘?우주 다 잇는다'...LIG넥스원, '통합 통신단말기술' 개발 추진",/news/articleView.html?idxno=45988,"LIG넥스원이 급변하는 현대전에 대비하기 위한 통신 핵심 기술 개발을 준비한다. 위성, 공중, 지상 등 다양한 계층을 연결하는 통합 통신체계의 필요성이 커진 데 따른 것이다. 27일 LIG넥스원은 미래전장의 통합을 목표로 통합 통신의 필수 기술인 다계층 통신을 위한 ‘통합 통신단말의 핵심기술’ 개발 준비에 나섰다고 밝혔다. 초연결, 초융합, 초지능화 기술 발전으로 급변하는 현대전에서는 하나의 장비를 통한 전 구성원의 네트워크 연결이 필수로 여겨지기 때문이다. LIG넥스원은 이미 오래 전부터 통신 기기 제품 개발 경력을 쌓아왔다. 1",테크기기,김성진,2022.09.27 10:47
39,"구글, 픽셀북 개발 중단…크롬북은 지속",/news/articleView.html?idxno=45803,구글이 자체 개발 프리미엄 노트북 '픽셀북'의 신형 모델 개발을 백지화하고 노트북 담당 팀을 해체했다.12일(현지시간) IT전문매체 는 익명의 소식통을 인용해 구글이 비용절감의 일환으로 픽셀북 후속 프로젝트를 중단했다고 보도했다. 픽셀북 후속 모델 개발은 상당히 진전돼 내년 공개를 앞두고 있었다.이 팀 직원들은 구글의 다른 부서로 전환 배치될 예정인 것으로 전해졌다. 구글은 불과 몇 달 전까지만 해도 픽셀북을 개발할 계획이었던 것으로 알려졌다. 릭 오스털로 구글 하드웨어 부문 책임자는 지난 5월 더버지와의 인터뷰에서 “우리,테크기기,최경미,2022.09.15 15:39
40,C타입' 대세화 글로벌 USB…소비 트렌드는 '듀얼 커넥터'로,/news/articleView.html?idxno=45728,"USB(범용직렬버스) 구입을 고려 중인 국내외 소비자 가운데 절반 이상은 듀얼 커넥터형 USB C타입 제품 구입을 고려 중인 것으로 나타났다. PC 외 기기와 연동이 쉽고, 특히 스마트폰과 함께 활용하기 쉽다는 강점 덕분이다. 스토리지 솔루션 전문기업 웨스턴디지털이 최근 실시한 USB 소비자 트렌드 조사 결과에 따르면 전세계 소비자들은 평균 3개의 USB를 보유하고 있었다. 연내에 USB를 추가로 구매할 의향이 있는 응답자는 약 75%였으며, 이들 중 66%는 싱글 커넥터보다 듀얼 커넥터 제품 구입을 더 고려하고 있다고 답했다. 해",테크기기,이건한,2022.09.07 07:00
41,“애플 MR 헤드셋 출시명은 리얼리티…상표 출원서 통해 확인”,/news/articleView.html?idxno=45603,"애플이 개발 중인 것으로 알려진 혼합현실(MR) 헤드셋의 출시명이 ‘리얼리티’(Reality)가 될 것으로 보인다고 28일(현지시간) 이 보도했다.블룸버그에 따르면 최근 애플은 ‘리얼리티 원’, ‘리얼리티 프로’, ‘리얼리티 프로세서’에 대한 상표의 특허권을 미국, 유럽연합(EU), 영국 등 총 9개국에서 출원했다. 상표 출원서에는 가상현실·증강현실(VR·AR) 헤드셋, 고글, 글래스, 스마트글래스에 대한 내용이 포함된 것으로 전해진다. 블룸버그는 “리얼리티 원 상표는 헤드셋 자체에 대한 이름, 리얼리티 프로는 상향된",테크기기,최경미,2022.08.29 09:08
42,"신성이엔지, 만년 적자 태양광 사업 '안정권'...11년 '무배당' 깨질까",/news/articleView.html?idxno=45382,"신성이엔지가 적자를 면치 못했던 재생에너지(RE) 사업부의 실적이 개선되면서 올해 경영 실적이 눈에 띄게 개선됐다. 전 사업 부문이 고루 성장하면서 올해 상반기 수익성은 '미들 싱글 디짓' 구간에 진입한 것으로 나타났다. 당기순손실은 6개 분기 만에 흑자 전환했다. 신성이엔지는 2010년 이후 11년째 무배당 정책을 고수하고 있는데, 실적 개선이 배당을 재개할 모멘텀이 될지 관심이다. 신성이엔지는 11일 2분기 경영 실적을 발표했다. 매출은 1761억원, 영업이익은 102억원을 기록했다. 매출은 전년 동기 대비 77.7%, 전기 대",테크기기,구태우,2022.08.11 15:52
43,"애플, ‘홈팟’ 포함한 스마트 홈 기기 개발 중",/news/articleView.html?idxno=45312,애플이 향후 2년 동안 스마트 홈 제품군을 크게 확장할 것이라는 전망이 나왔다.7일(현지시간) (이하 블룸버그)에 따르면 애플은 현재 적어도 4개의 스마트 홈 기기를 개발 중이다. 블룸버그는 현재 개발 중인 장치가 모두 출시되지는 않을 것으로 예상했다. 여기에는 애플의 스마트 스피커인 ‘홈팟’의 신형 모델과 ‘홈팟 미니’가 포함돼있다. 앞서 블룸버그는 애플이 새로운 홈팟에 애플워치 시리즈8에 적용되는 칩과 동일한 S8 칩을 탑재할 예정이라고 밝힌 바 있다. 애플은 2018년에 처음 홈팟을 선보였으나 지난해 3월 이를,테크기기,최경미,2022.08.08 08:42
44,"올 9월 공개되는 ‘고급형 애플워치’, 새로운 디자인 적용된다",/news/articleView.html?idxno=45098,오는 9월 공개될 예정인 애플의 고급형 스마트워치 ‘애플워치 프로’ 모델에 새로운 디자인이 적용될 것이라는 전망이 나왔다. 이는 애플이 애플워치 시리즈4 출시 이후 처음으로 선보이는 신형 스마트워치 디자인이다. 24일(현지시간)  통신의 파워온 뉴스레터는 새로 출시되는 애플워치 시리즈8의 고급형 모델 화면 크기가 시리즈7에 비해 7%가 더 커진다고 보도했다. 화면과 함께 기기 전체의 크기도 커질 것으로 예측된다. 블룸버그의 마크 거먼 기자는 뉴스레터를 통해 해당 모델이 원형이 아닌 직사각형 모양을 유지할 것으로 전망했다.,테크기기,최경미,2022.07.25 08:41
45,리프레시 위한 필수템 'LG 힐링미 안마의자 타히티',/news/articleView.html?idxno=44712,"2년 동안 일상을 짓눌렀던 코로나19가 소강상태에 접어들었다. 사회적 거리두기 완화로 미뤄왔던 야외 활동 수요가 늘고 있다. '보복 소비, 보복 여행'이라는 말까지 나올 정도다. 다만 갑작스러운 야외 활동은 피로를 불러오기도 한다. 리프레시(휴식)가 어느 때보다 중요해진 이유다.LG전자가 리프레시를 위한 프리미엄 안마의자 'LG 힐링미 안마의자 타히티'를 선보였다. 기존 제품에서 찾아볼 수 없던 핸드모션 입체안마, 내마음 코스(지문인식), 음성인식 기능도 탑재됐다.고객은 핸드모션 입체안마를 활용해 손 마사지 느낌의 안마를 받을 수",테크기기,최창원,2022.06.23 13:59
46,"‘소문 무성’한 애플판 VR·AR 기기, 출시 임박?…이사회 테스트 진행",/news/articleView.html?idxno=44336,"애플 이사회가 가상현실·증강현실(VR·AR)이 모두 가능한 혼합현실(MR) 기기를 테스트하고 있단 관측이 나왔다.19일(현지시간) 블룸버그·더버지 등 외신에 따르면 애플은 최근 이사회를 열고 MR 헤드셋을 시연했다. 애플 이사회는 1년에 약 4번 정도 개최되며, 주로 신제품 출시를 앞두고 기능이나 서비스 등을 점검하는 것으로 전해진다.일각에선 이 때문에 오는 6월6일 열리는 세계개발자대회(WWDC)에서 해당 기기와 관련된 일부 정보가 공개될 수 있으리라고 전망했다. 블룸버그 보도에 따르면 애플 개발자들은 MR 헤드셋에 최적화된 소프",테크기기,정두용,2022.05.20 11:01
47,"메타, 차세대 AR·VR 헤드셋 출시하나…“9월 공개 예정”",/news/articleView.html?idxno=44139,"메타가 ‘프로젝트 캄브리아(이하 캄브리아)’로 알려진 차세대 가상현실·증강현실(VR·AR) 헤드셋을 올해 공개할 것으로 예상된다.2일(현지시간) IT 전문매체 은 메타 사내 로드맵에 따르면 캄브리아가 올해 9월 출시될 수 있다고 보도했다. 메타 내부에서는 캄브리아에 대해 “얼굴을 위한 노트북, 크롬북”으로 묘사한다고 전했다. 앞서 마크 저커버그 메타 최고경영자(CEO)는 지난 1분기 실적 발표에서 “캄브리아가 노트북 등의 업무용 기기를 대체하게 될 것”이라고 강조한 바 있다. 또 보도에 따르면 캄브리아는 안드로이드 체",테크기기,최경미,2022.05.03 09:30
48,"아마존, '음성인식' 알렉사로 수집한 자료 '표적 광고'에 썼다",/news/articleView.html?idxno=44113,아마존이 음성인식 기술인 알렉사와 스마트 스피커 에코를 통해 수집한 목소리 데이터를 자사 플랫폼과 웹사이트에서 표적 광고를 싣는데 사용한다는 의혹이 제기됐다. 미국 워싱턴대학교·데이비스 캘리포니아 대학·어바인 캘리포니아 대학·노스이스턴 대학 연구진이 최근 발표한 보고서에 따르면 아마존은 알렉사와 에코를 통해 얻은 이용자 정보를 최대 41개의 광고 업체와 공유하는 것으로 나타났다. 연구진은 사용자의 관심사가 반영된 이 자료가 표적 광고에 활용되며 광고주는 이 데이터를 확보하기 위해 보통 광고비에 비해 수십 배 높은 가격 오퍼를 한다고,테크기기,최경미,2022.04.30 14:00
49,"폭스콘, 중국 내 코로나19 확산에 아이폰 공장 가동 멈췄다",/news/articleView.html?idxno=43532,중국의 ‘실리콘 밸리’로 불리는 광둥성 선전시가 전면 봉쇄되며 아이폰 제조 시설 가동이 일시 중단됐다. 중국에서 약 2년 만에 최대 규모의 확진자가 나오자 당국이 대도시들을 봉쇄해 전 세계 공급망 차질이 우려되고 있다. 14일(현지시간)  통신에 따르면 애플 공급업체인 대만 폭스콘이 선전 공장을 중단했다.폭스콘은 추후 공지가 있을 때까지 선전 공장 가동이 잠정 중단되며 피해를 최소화하기 위해 예비 공장들을 가동할 계획이라고 밝혔다. 의 소식통은 선전시에 있는 폭스콘과 자회사 공장 가동이 금주 중반까지 중단된다고 전,테크기기,최경미,2022.03.15 10:01
50,"애플, iOS 15.4 출시…마스크 쓰고도 ‘아이폰 잠금해제’ 된다",/news/articleView.html?idxno=43530,애플이 마스크를 착용한 상태에서 아이폰 잠금을 해제할 수 있는 새 운영체제를 출시했다. 14일(현지시간) IT 전문매체 에 따르면 애플은 해당 기능을 추가한 iOS 15.4를 출시했다. 이번 업그레이드를 통해 안경을 쓴 상태에서 페이스ID를 등록하는 기능도 추가됐다. 애플은 업그레이드된 페이스ID가 마스크·안경을 착용한 사용자의 눈 주변 특징을 포착해 얼굴을 인식할 수 있다고 설명했다. 선글라스 착용시에는 얼굴 인식이 불가능하다. 이 기능은 ‘설정’ 앱에서 ‘페이스ID 및 패스코드’ 항목에서 ‘마스크 쓴 채로 페이스ID’를,테크기기,최경미,2022.03.15 07:57
51,3년 만에 돌아온 MWC…삼성 갤럭시북·중국 스마트폰 신작 '주목',/news/articleView.html?idxno=43350,오는 28일(이하 현지시간)부터 3월 3일까지 스페인 바르셀로나에서 세계 최대 모바일 박람회 ‘모바일월드콩그레스(MWC)’가 '연결성의 촉발(Connectivity Unleashed)’이라는 주제로 개최된다. 코로나19가 확산하기 시작한 후 3년 만에 오프라인으로 정상적으로 진행되는 만큼 많은 기업들이 주요 제품과 서비스를 소개할 것으로 기대된다. 27일(현지시간) IT 전문매체 는 지난 몇 년간 MWC는 5세대(5G) 이동통신 인프라와 폴더블 스마트폰에 관심이 쏠렸지만 올해는 삼성전자의 노트북 신제품 공개와 중국 스마트폰,테크기기,최경미,2022.02.28 08:39
52,시선 추적' 가능한 플스·애플 VR 헤드셋 향한 기대와 우려의 시선,/news/articleView.html?idxno=43345,올해 ‘플레이스테이션 VR2’와 메타의 혼합현실(MR) 헤드셋 ‘프로젝트 캠브리아’를 포함한 다수의 가상현실(VR) 기기가 출시될 예정이다. 또 애플이 수년간 개발해온 것으로 알려진 증강현실(AR)·VR 헤드셋도 최근 생산 테스트를 완료하며 올해 출시를 준비 중이라는 해외 보도가 나오기도 했다. IT 전문매체 은 이 모든 기기에는 공통적으로 ‘시선 추적’ 기능이 탑재될 것이라고 전했다. 지금까지 이 기술은 주로 비즈니스용 VR 헤드셋에 탑재되어 일반 사용자를 대상으로 판매하는 제품에는 포함되지 않았다. 시선 추적 기술이 탑재,테크기기,최경미,2022.02.27 17:00
53,"스마트 헤드셋 개발에 속도내는 업계, 그 사이 유독 조용한 삼성전자",/news/articleView.html?idxno=42929,2022년은 AR(증강현실)과 VR(가상현실) 기술에 중요한 해가 될 것으로 전망된다. 최근 구글이 AR 헤드셋 개발에 속도를 내고 있고 애플은 올해 또는 내년에 스마트 헤드셋을 출시한다는 소식이 전해지고 있다. 그 외에도 수많은 IT기업들이 스마트 글래스 기술 개발에 뛰어들고 있고 최근 막을 내린 ‘국제전자제품박람회(CES) 2022’에서도 스마트 글래스와 관련된 기술이 공개됐다. 이런 가운데 AR·VR 분야에서 이상하리만치 조용한 회사가 있다. 바로 삼성전자다. IT전문매체 은 삼성전자가 2014년에 VR 기기,테크기기,최경미,2022.01.22 13:45
54,"애플, AR·VR 기기 출시 준비 ‘한창’…메타 임원 영입",/news/articleView.html?idxno=42593,"애플이 가상·증강현실(VR·AR) 사업을 확장하고 있는 신호가 곳곳에서 관측되고 있다. 최근엔 메타(옛 페이스북)의 AR 담당 임원을 영입한 것으로 알려졌다. ‘VR·AR HMD(헤드셋 방식의 디스플레이 기기)’의 출시를 염두에 둔 행보라는 해석이 나온다.IT 전문지 는 26일(현지시간) 블룸버그의 마크 거만이 작성한 소식지 소식을 인용해 이같이 보도했다. 보도에 따르면 애플이 영입한 안드레아 슈베르트(Andrea Schubert)는 메타에서 약 6년간 활동한 인사로, 현재 AR 제품의 커뮤니케이션·홍보 책임자 직책을 맡았",테크기기,정두용,2021.12.27 12:58
55,우여곡절 '애플카' 프로젝트…이번에는 끝장 볼까,/news/articleView.html?idxno=42188,지난 9월 책임자의 이탈로 빨간불이 켜진 애플카 프로젝트가 재출발을 준비 중이다. 테슬라의 자율주행 전문가를 영입하고 애플 실리콘 팀에선 애플카를 위한 자체 칩 개발이 순조롭게 이뤄지고 있다는 소식이다. 소문대로 2025년에는 정말 애플 로고를 단 차량이 도로를 누비게 될까.일명 '프로젝트 타이탄'으로 알려진 애플의 자율주행 전기차 개발 연구는 그간 수많은 우여곡절을 겪었다. 프로젝트가 시작된 건 2014년이다. 그 해는 테슬라가 초보적인 수준의 자율주행 시스템 '오토파일럿'을 공개하고 구글도 자율주행 연구 프로젝트(현재 웨이모)를,테크기기,이건한,2021.11.20 09:42
56,홈팟 미니'로 새 판 짜는 애플...AI 스피커 존재감 반전 노리나,/news/articleView.html?idxno=41823,"글로벌 인공지능(AI) 스피커 시장에서 한자릿수 점유율로 고전하던 애플이 '홈팟 미니'와 '애플뮤직' 생태계 연동을 통한 존재감 반등에 나설 것으로 보인다.19일(한국시간) 애플 스페셜 이벤트에 등장한 제품 가운데 홈팟 미니는 신규 색상 3종을 제외하면 지난해 동일한 모습으로 소개돼 의문을 자아냈다. 해당 이벤트는 애플이 주로 신제품을 선보이는 자리지만 이날 애플은 홈팟 미니에 대해 디자인이 얼마나 아름다운지, 이를 활용한 멀티 룸 오디오 구성이 얼마나 편리한지 약 3분에 걸쳐 강조했을 뿐이다.단순 행사 내용만으론 애플이 신제품 공",테크기기,이건한,2021.10.19 18:21
57,애플 유저들은 잠 못 드는 밤...19일 기대되는 '네 가지 이슈',/news/articleView.html?idxno=41809,"애플이 10월 18일(현지시각), 한국 시각으론 19일 오전 2시 ‘봉인해제’(Unleashed)라는 이름의 행사를 연다. ‘아이폰13’ 시리즈를 공개했던 지난 9월에 이어 약 한 달 만에 또 한 번의 대형 공개가 될 것으로 기대된다. 애플의 새로운 맥북과 ‘M1X’(가칭) 칩이 등장할 개연성이 보이기 때문이다.는 애플의 이벤트를 앞두고 지금까지 예상되거나 유출된 다양한 소식들을 정리해봤다. 주목할 부분은 총 다섯 가지로, 하나하나가 모두 굵직한 내용이다. 애플 사용자들에게 18일 새벽은 잠 못 드는 밤이 될 것이다.① ‘",테크기기,이일호,2021.10.18 18:13
58,갤럭시워치4 vs 애플워치7…명품 입고 헬스케어 기능 ‘방점’,/news/articleView.html?idxno=41692,"삼성전자와 애플이 스마트워치 시장에서 맞붙는다. 양사 모두 명품 브랜드와 협업하고, 헬스케어 기능을 대폭 향상하는 등 ‘제품 매력’ 높이기에 집중하고 있는 모양새다.9일 애플에 따르면 애플워치7 시리즈가 국내에서 오는 15일부터 정식 판매된다. 온라인 채널 등을 통한 주문 접수는 전일 시작됐다. 애플은 그간 우리나라를 스마트폰 등 주요 제품의 1차 출시국에서 제외해왔으나, 이번 제품에선 중요도를 높였다. 애플워치7 시리즈의 1차 출시국은 우리나라를 비롯해 미국·중국·일본·인도·영국·프랑스·호주 등 약 50개국이 선정됐다.애플이 ‘삼",테크기기,정두용,2021.10.09 15:00
59,"엔리얼, 더 가벼워진 'AR 안경' 연내 한국 출시...대중화 성공할까",/news/articleView.html?idxno=41655,"중국 스마트 글라스 스타트업 엔리얼(Nreal)이 더 가벼워진 증강현실(AR) 안경을 올해 안에 한국에 출시한다. 엔리얼은 지난해에도 국내에 AR 안경을 선보인 바 있는데, 전작보다 개선된 모델을 내보이는 만큼 AR 안경 대중화를 이룰 수 있을지 관심이 집중된다. 최근 미국 IT전문매체 는 엔리얼이 새로운 모델 '엔리얼 에어(Air)'을 선보일 계획이라고 밝혔다. 영상을 3차원으로 감상하게 해 주는 AR 안경이다.엔리얼 에어는 초소형 유기발광다이오드(OLED) 디스플레이에 90Hz(헤르츠)",테크기기,황금빛,2021.10.03 14:23
60,스마트폰 놓지 못하는 MS…안드로이드와 연합 생태계 만든다,/news/articleView.html?idxno=41557,"윈도폰으로 씁쓸한 실패를 맛봤던 마이크로소프트(MS)가 스마트폰 시장을 다시 두드리고 있다. 구글의 모바일 운영체제(OS) 안드로이드 기반의 폴더블폰(접을 수 있는 스마트폰)을 통해서다.MS는 22일(미국 현지시간) 온라인 행사를 열고 폴더블폰 '서피스 듀오2', 태블릿 PC '서피스 프로8' 등의 신제품을 공개했다.서피스 듀오2는 지난해 9월 출시된 서피스 듀오에 비해 특히 하드웨어 측면에서 많은 변화가 엿보인다. 전작은 전면 카메라 1개만 배치돼 반대 방향을 촬영하기 위해선 디스플레이를 뒤로 돌려야 했다. 신작은 후면에 망원·초",테크기기,강승혁,2021.09.23 16:16
61,"드림텍, 전장 정리하고 의료 기기 ‘승부수’…사업효율화 속도",/news/articleView.html?idxno=41499,"드림텍이 의료 기기 산업에 ‘승부수’를 띄웠다.드림텍은 14일 전장(전자장비) 사업을 일부 정리해 마련된 재원을 의료 산업에 투자하는 ‘초강수’를 뒀다. 이는 의사결정 효율화·신규 브랜드 론칭에 이어 나온 의료 산업 강화 전략이다.드림텍은 이날 자회사 ‘드림텍오토모티브’를 매각하고, 스마트 의료기기 등 신규사업 및 핵심사업 경쟁력 강화에 나선다고 밝혔다. 드림텍오토모티브의 지분 전량(1000만주)을 에스맥 주식회사에 매각한다. 이에 따라 경영권도 에스맥에 넘어갔다. 드림텍이 보유한 드림텍오토모티브 지분은 100%다. 매각 대금은 2",테크기기,정두용,2021.09.14 21:20
62,"20주년 LG 트롬, 시간 지나도 변함없는 ‘사용자 중심’ 가치관",/news/articleView.html?idxno=41457,1969년 국내 세탁기 시장이 열렸다. LG전자 전신 금성사가 제작한 백조세탁기(모델명:WP-181)가 주인공이다. 한국 세탁기 역사는 올해 20주년을 맞은 ‘LG 트롬(TROMM)’이 이어받았다.‘기술력’으로 고객 불편 해결한 트롬트롬은 출시와 동시에 시장의 주목을 독차지했다. 고객이 불편을 느끼는 지점을 정확히 캐치해 개선했기 때문이다. LG전자는 트롬에 다이렉트 드라이브 시스템(DD 모터)를 적용했다. DD모터는 벨트와 풀리 등 부품을 이용하는 일반 모터와 달리 세탁조와 모터가 직접 연결돼 있어 에너지 손실을 줄일 수 있다.,테크기기,최창원,2021.09.13 09:45
63,1㎜ 확대의 변화'…애플워치7 정말 더 커질까,/news/articleView.html?idxno=41326,"애플이 새로 출시하는 애플워치7의 화면을 더 크게 만들 것이란 추측과 전망이 나오고 있다. 29일(현지시간) 미국의 IT 미디어 ‘더 버지’에 따르면 애플워치7의 케이스 사이즈는 기존 40㎜와 44㎜에서 각각 1㎜ 확대된 41㎜와 45㎜의 크기로 출시될 가능성이 점쳐진다. 미국의 다양한 IT 매체에 따르면 애플워치7은 평면 모서리, 평면 화면, 얇은 베젤, 더 많은 색상 등 전체적인 재설계에 초점이 맞춰질 것으로 전망된다. 이전 모델 대비 더 빠른 프로세스와 신기술 탑재 등 성능 측면에서의 변화도 기대되고 있다. 애플은 지난해 9월",테크기기,김성진,2021.08.30 08:26
64,‘더 가벼워진’ 소니 PS5 새 모델…냉각장치 크기 줄었다,/news/articleView.html?idxno=41325,"이달 초 호주, 일본, 미국 일부 지역에 PS5 신모델이 등장하기 시작했다. 스탠드 디자인이 새로워지고 무게가 크게 줄어들었다. 유튜버 오스틴 에반스(Austin Evans)가 PS5를 해체한 영상에 따르면 새로운 PS5의 중량감소는 냉각을 돕는 장치 히트싱크(Heatsink)의 부피가 줄어든 탓이다.29일(미 현지시간) 테크기기 매체 더 버지(The Verge)는 에반스의 영상을 소개하며 새로운 히트싱크는 기존 장치보다 훨씬 작으며 300그람이 줄어들었다. 소니가 PS5 초기에 히트싱크를 교체한 이유는 분명하지 않다. 다만 에반스",테크기기,김성진,2021.08.30 07:58
65,"‘어디서든 터진다’…아이폰 13, 저궤도 위성통신 탑재 가능성",/news/articleView.html?idxno=41324,애플이 곧 출시할 예정인 아이폰 13 모델에 새로운 무선 기술을 추가할 것이라는 추측이 나오고 있다. 29일(현지시간) 미국 엔가젯(Endgadget) 보도에 따르면 그동안 애플의 신제품 사양을 높은 정확도로 예측해온 궈밍지 대만 TF인터내셔널 증권 애널리스트는 아이폰 13 모델이 저궤도(LEO) 위성통신 모드를 탑재할 것이라고 밝혔다. 위성통신 모드가 탑재될 경우 사용자는 4G·5G 기지국 권역에 속하지 않더라도 메시지를 보내고 통화할 수 있게 된다. 블룸버그는 2019년부터 애플이 위성 기술을 이용해 아이폰에 데이터를 전송하는,테크기기,김성진,2021.08.30 07:34
66,"삼성전자, 구글 '픽셀폰'에 5G 모뎀 기술 넣나",/news/articleView.html?idxno=41279,"구글이 최근 공개한 스마트폰 ‘픽셀’에 삼성전자의 5G 모뎀 기술을 활용한다는 외신 보도가 나왔다. 구글의 픽셀폰 애플리케이션 프로세서(AP)인 ‘텐서’(Tensor) 시스템온칩(SoC)에 삼성전자가 상당 부분 관여하는 것으로 보여 사실 여부가 주목된다.‘로이터’ 등 외신은 25일(현지시각) 새로운 픽셀폰에 삼성전자의 5G 모뎀을 쓰는 것을 확인했다고 보도했다.앞서 구글은 자체 개발 스마트폰 AP인 텐서를 탑재한 픽셀6, 픽셀6 프로 스마트폰을 공개한 바 있다. 발표 당시 구글은 이 칩이 스마트폰 AP 시장을 장악하고 있는 퀄컴으로",테크기기,이일호,2021.08.26 07:56
67,"삼성전자, PIM 기술 활용해 메모리 생태계 확장 박차",/news/articleView.html?idxno=41239,삼성전자가 인공지능(AI)을 메모리 반도체 제품군에 활용하고 있다. 차세대 메모리 생태계를 확장하겠다는 계획이다. 삼성전자 측은 AI 엔진을 활용하면 기존 제품보다 2배 이상의 성능을 기대할 수 있다고 설명했다. 삼성전자는 24일 차세대 반도체 기술을 공개하는 핫칩스(Hot chips) 학회에서 PIM 기술을 적용한 다양한 제품과 응용사례를 소개했다고 밝혔다. PIM은 메모리 내부에 연산 작업에 필요한 AI 프로세서 기능을 더한 지능형 반도체다. 구체적으로 D램 모듈에 AI 엔진을 탑재한 ‘AXDIMM(Acceleration DIM,테크기기,최창원,2021.08.24 11:11
68,"SK㈜, 머티리얼즈 흡수합병…반도체 특수가스 성장 가속화",/news/articleView.html?idxno=41209,SK그룹 지주사 SK㈜가 반도체 특수가스 사업을 영위하는 자회사 SK머티리얼즈를 흡수합병하기로 결정했다. SK머티리얼즈는 SK㈜와 합병에 앞서 지주사와 사업회사로 단순 물적분할하고 지주사만 SK㈜와 합병하는 방식이다. 반도체 특수가스 사업 경쟁력을 강화하기 위한 전략으로 분석된다.합병 통한 반도체 특수가스 성장 가속화20일 SK㈜는 SK머티리얼즈를 흡수합병한다고 공시했다. SK㈜가 합병신주를 발행해 SK머티리얼즈 기존 주식과 교환하는 방식으로 진행될 예정이다. SK머티리얼즈 보통주 1주당 SK㈜ 보통주 1.5778412주가 배정된다,테크기기,김성진,2021.08.20 18:36
69,"삼성전자, 17일부터 ‘갤럭시 Z 폴드·플립3’ 사전예약...27일 공식출시",/news/articleView.html?idxno=41143,"삼성전자가 이달 17일부터 23일까지 폴더블폰 ‘갤럭시 Z폴드3’와 ‘갤럭시 Z플립3’, 스마트워치 ‘갤럭치 워치4’ 시리즈, 무선이어폰 ‘갤럭시 버즈2’ 사전예약을 진행한다. 공식 출시는 27일이다. 사전예약 고객은 이보다 앞선 24일부터 제품을 수령하고 개통할 수 있다.사전예약 이후 오는 27일까지 개통을 마친 고객에게는 다양한 혜택이 제공된다. 우선 갤럭시 Z폴드3·Z플립3 사전예약 시 ▷무선이어폰 갤럭시 버즈2 ▷모바일 기기 토탈 케어 서비스 ‘삼성 케어 플러스’ 파손보장형 1년권이 지원된다. 폴더블폰 파손 보장 2회, 수리",테크기기,김인경,2021.08.16 12:38
70,"클림트 '키스'를 4K로...삼성전자, '더 프레임' 구독경제 마케팅",/news/articleView.html?idxno=41140,삼성전자는 15일 오스트리아 벨베데레 미술관(Belvedere Museum)과 함께 오스트리아 거장들의 작품을 자사 라이프스타일 TV ‘더 프레임(The Frame)’을 통해 선보였다고 밝혔다.작품은 구스타프 클림트(Gustav Klimt)의 ‘키스(The Kiss)’ 및 ‘유디트(Judith)’와 에곤 실레(Egon Schiele)의 ‘죽음과 소녀(Death and the Maiden)’ 등 벨베데레의 대표 작품 17점으로 더 프레임 전용 작품 구독 서비스 앱 ‘아트 스토어’에 포함됐다.‘아트 스토어’에는 클림트 작품을 비롯해 오,테크기기,이일호,2021.08.15 12:30
71,"자율주행용 MLCC 공개한 삼성전기, 日무라타 점유율 공략한다",/news/articleView.html?idxno=41106,"삼성전기가 자동차 자율주행용 적층세라믹캐패시터(MLCC)를 선보였다. MLCC 점유율에서 일본 무라타에 이어 세계 2위인 삼성전기는 전장에서 경쟁력 있는 제품을 내놓으며 시장 점유율 확대를 노린다.삼성전기는 12일 ADAS(Advanced Drive Assist System·첨단운전자보조시스템)에 탑재되는 전장용 MLCC 2종을 개발했다고 밝혔다. ADAS는 자율주행 운전 중 차선이탈방지(LKAS), 써라운드뷰모니터(SVM), 스마트크루즈컨트롤(SCC) 등 차가 스스로 판단해 하드웨어를 제어하는 시스템으로 자율주행차의 안전운행에 필",테크기기,이일호,2021.08.12 08:41
72,“수업환경에 최적화” 네이버 ‘웨일북’ 첫 공개,/news/articleView.html?idxno=41072,"네이버가 올해 하반기 출시 예정인 교육용 스마트 디바이스 ‘웨일북’의 공식홈페이지를 10일 열고 기능·외형 등을 공개했다.이날 네이버는 웨일북을 공개하면서 “교육현장의 목소리를 반영했다. 특히 전국 10곳의 시·도 교육현장에서 활용 중인 교육용 플랫폼 ‘웨일 스페이스’의 편리함을 극대화하는 데 초점을 뒀다”고 설명했다. 예를 들어 교사는 웨일 스페이스의 ‘수업관리’ 기능을 통해 학생의 화면을 살펴보면서 문제풀이 과정을 확인할 수 있다. 모범답안을 작성한 학생이나 교사의 화면을 전체공유해 해답을 보여주거나, 참고자료를 각 화면에 띄워",테크기기,김인경,2021.08.10 12:12
73,"삼성전자, 5나노 기반 ‘웨어러블용 프로세서’ 출시...갤워치4 시리즈 적용",/news/articleView.html?idxno=41066,"삼성전자가 10일 새로운 웨어러블 기기용 프로세서 ‘엑시노스 W920'을 출시했다고 밝혔다. 웨어러블 기기용 프로세서로는 처음으로 5nm(나노미터, 10억분의 1m) EUV 공정이 적용됐된 엑시노스 W920은 갤럭시워치4 시리즈에 탑재될 예정이다.삼성전자는 엑시노스 W920에 ARM의 저저력 ‘코어텍스 A55' CPU 코어와 ’말리 G68' GPU 코어를 적용했다. CPU 성능이 이전 제품과 비교해 약 20% 개선됐고 그래픽 성능도 최대 10배 이상 향상될 것으로 기대하고 있다.저전력 디스플레이용 '코어텍스 M55'도 탑재됐다. A",테크기기,최창원,2021.08.10 11:00
